id,college_name,survey_year,name,hostel_type,intake_capacity,students_residing
41983,"Maharshi Karve stree Shikshan Sanstha's Dr.Bhanuben Nanavati College of Artchitecture for Women, Karve Nagar, Pune",2015,Yashlaxshim,Girls Hostel,100,7
42027,"Rayat Shikshan Sansthas S.S.G.M.Science, Gautam Arts & Sanjeevani Commerce College, Kopargaon, Dist.Ahmednagar 423601",2015,Girls,Girls Hostel,120,119
42027,"Rayat Shikshan Sansthas S.S.G.M.Science, Gautam Arts & Sanjeevani Commerce College, Kopargaon, Dist.Ahmednagar 423601",2015,Girls Hostel,Girls Hostel,100,98
11158,"Govt. College of Pharmacy, KARAD",2015,A Block,Boys Hostel,60,55
1044,DR.SUBHASH MAHILA ARTS COMM.& HOMESCI.COLLEGE-JUNAGADH,2015,Dr.Subhash Mahila College Womens Hostel,Girls Hostel,500,400
1383,"East Point College of Engg., & Tech., BANGALORE",2015,East Point College of Engineering & Technology,Others,300,300
1383,"East Point College of Engg., & Tech., BANGALORE",2015,East Point College of Engineering & Technology,Girls Hostel,300,150
9049,D432 AMES Science Degree College Raichur,2015,V.L College of Pharmacy,Boys Hostel,66,0
9049,D432 AMES Science Degree College Raichur,2015,A.M.E's Ladies Hostel,Girls Hostel,180,0
9049,D432 AMES Science Degree College Raichur,2015,Rented Bulding,Girls Hostel,30,0
18136,"Amara Institute of Engineering & Technology, Satuluru Post, Nadendla (Mandal), PIN-522601(CC-AH)",2015,AMARA HOSTEL1,Girls Hostel,200,15
15240,SHRI JEE BABA INSTITUTE SAIMARI CHHATA MATHURA,2015,VIVEKANAND,Boys Hostel,100,18
18284,"SUshilabai Ramchandra Mamidwar Social Work College, Moba Tadali",2015,"SRM College of Social Work, Padoli",Boys Hostel,15,6
21409,"Govt. Degree College Boys Baramullah, Kashmir",2015,Girls Hostel,Girls Hostel,54,30
44056,Karimpur Pannadevi College,2015,SC HOSTEL,Boys Hostel,15,0
12360,"JANTA COLLEGE, BAKEWAR,",2015,UG Hostel,Girls Hostel,42,42
12360,"JANTA COLLEGE, BAKEWAR,",2015,PG Hostel,Girls Hostel,48,48
12360,"JANTA COLLEGE, BAKEWAR,",2015,U.G. Hostel,Boys Hostel,80,80
4120,SRK Institute Of Social Science,2015,HOSTEL B,Girls Hostel,60,2
44589,"Sandip Foundation's Sandip Institute of Engineering and Management, Mahiravani, Trimbak Road, Nashik 422213",2015,Sandip Foundation's Hostel 1,Boys Hostel,250,203
18477,"Shri Govindrao Munghate Arts & Science College, Kurkheda",2015,"Vidyabharti College Hostel, Kurkheda",Girls Hostel,100,0
8695,"Shri. Valabellary Channabasaveshwar Educational Trust, Duddupudi degree college for women, Sindhanoor-584 128",2015,Duddupudi Seethamma Memorial Hostel,Girls Hostel,100,30
6203,Bengal College of Engineering and Technology for Women 260,2015,Kalpana Chowla Girl's Hostel,Girls Hostel,460,255
1173,"Shree PM Patel Institute of Postgraduate Studies & Research in Science, Anand",2015,"Shree PM Patel Institute of Postgraduate Studies & Research in Science, Anand",Girls Hostel,60,0
16594,Srinivasa Institute of Engineering and Technology,2015,SIET BOYS,Boys Hostel,201,52
16594,Srinivasa Institute of Engineering and Technology,2015,SIET GIRLS,Girls Hostel,204,35
1185,"Shree PM Patel College of Education, Anand",2015,SHANTA HARI BOYS HOSTEL,Boys Hostel,25,0
24999,K.S.K College of Engineering and Technology (New),2015,College Boys Hostel,Boys Hostel,120,38
19304,Hindu Institute of Management,2015,HIM Girls Hostel,Girls Hostel,90,2
42855,"Gopikabai Sitaram Gawande College, Umarkhed",2015,G S Gawande Girls Hostel,Girls Hostel,25,0
14808,Immanuel Arasar B.Ed. College of Education,2015,Immanuel Hostel,Girls Hostel,100,25
14808,Immanuel Arasar B.Ed. College of Education,2015,Immanuel Hostel,Boys Hostel,100,59
14921,Bharathiyar College of Education,2015,Bharathiyar girls hostel,Girls Hostel,1000,3
16487,Adhiparasakthi Engineering College,2015,Block I,Girls Hostel,240,116
16487,Adhiparasakthi Engineering College,2015,Block II,Boys Hostel,261,188
16487,Adhiparasakthi Engineering College,2015,Block III,Boys Hostel,468,315
16487,Adhiparasakthi Engineering College,2015,Block I,Boys Hostel,264,213
20493,"Shri Sarvadharmini Sanskrit Pathshala, Janaki Ghat, Ayodhya",2015,Sri Ram Ballabha Kunj Janki Ghat Ayodhya,Boys Hostel,150,90
17862,"Sarvajanik College of Engineering & Technology, Faculty of Architecture",2015,Sheth R.V.K.K.P,Girls Hostel,100,3
34435,"Nirmal Education Trust's Arts, Commerce & Science College, Badnapur",2015,Nirmal1 Hostel,Boys Hostel,100,17
42814,Ramakrishna Mission Residential College,2015,Ramkrishnananda Bhavan,Boys Hostel,136,118
42814,Ramakrishna Mission Residential College,2015,Adbhutananda Bhavan,Boys Hostel,100,30
12167,"SHIVLOK SADHANAKAKSH DEG. COLL., MEHARBAN SINGH KA PURWA,",2015,GAYA KUMARI GIRLS HOSTEL,Girls Hostel,30,30
20062,"Shri Mannoolal Sanskrit Mahavidyalaya, Atarra",2015,"Shri Mannoolal Sanskrit Mahavidyalaya, Atarra",Boys Hostel,30,18
16660,B R P Govt. Polytechnic Dhamatari,2015,BOYS HOSTEL (SR),Boys Hostel,100,100
40530,Fr. Muller's College of Nursing,2015,Ave Maria Hostel,Girls Hostel,325,200
431,Growmore Group of Institutions (SFI)-Himmatnagar 545,2015,Grow More Hostel,Boys Hostel,60,0
431,Growmore Group of Institutions (SFI)-Himmatnagar 545,2015,Grow More Hostel,Girls Hostel,60,1
11870,Gangadharpur Sikshan Mandir,2015,Block-2,Girls Hostel,50,30
11870,Gangadharpur Sikshan Mandir,2015,Kalipada Das Bhavan (Block-1),Boys Hostel,50,40
1359,"Sapthagiri College of Engineering, BANGALORE",2015,Sapthagiri Girls Hostel,Girls Hostel,138,138
1283,"K S Institute of Technology, BANGALORE",2015,"K.S.I.T BOYS HOSTAL , RAGHUVANAHALLI",Boys Hostel,144,108
7229,"College of Agricultural Information Technology , Anand",2015,Maitry Girls Hostel,Girls Hostel,54,30
7229,"College of Agricultural Information Technology , Anand",2015,Arya Boys Hostel,Boys Hostel,48,37
29147,"Mother Mary s Institute of Nursing, Deowal Road, Nasrala, Distt. Hoshiarpur",2015,"MOTHER MARY'S INSTITUTE OF NURSING, EOWAL ROAD, NASRALA, DISTT HOSHIARPUR",Girls Hostel,351,268
17734,"Government First Grade College, Hosadurga.",2015,Govt Boys Hostel,Boys Hostel,100,100
17734,"Government First Grade College, Hosadurga.",2015,BCM,Others,100,100
17734,"Government First Grade College, Hosadurga.",2015,Govt Girls Hostel,Girls Hostel,100,100
1440,"ACS College of Engineering, BANGALORE",2015,Boys Hostel,Girls Hostel,150,142
1440,"ACS College of Engineering, BANGALORE",2015,Girls Hostel,Boys Hostel,100,54
6715,S V CHAUDHARY COLLEGE OF EDUCATION,2015,COLLEGE HOSTEL,Others,60,2
45061,"ARRDKETA INSTITUTE OF TECHNOLOGY RASHIWAD, SABARKANTHA 093",2015,Ambica Hostel B,Boys Hostel,578,347
15712,ARTS AND COMMERCE COLLEG.MADHA 413209 DIST SOLAPUR MAHARASHTRA,2015,ARTS & COMMERCE COLLEGE GIRLS HOSTEL,Girls Hostel,36,7
15696,SHREERAM INSTITUTE OF ENGINEERING AND TECHOLOGY TAL PANIVA TAL.MALSHIRAS DIST-SOLAPUR,2015,Ujavalatai Shinde Girls Hostel,Girls Hostel,150,12
15696,SHREERAM INSTITUTE OF ENGINEERING AND TECHOLOGY TAL PANIVA TAL.MALSHIRAS DIST-SOLAPUR,2015,Shshilkumar Shinde Boys Hostel,Boys Hostel,150,37
52799,"Baba Biharilal Girls Educational Institute, Amadarveshpur",2015,BABA BIHARILAL GIRL HOSTEL,Girls Hostel,40,22
20296,"Sarvadanand Sanskrit Mahavidyalaya, Sadhashram",2015,SWARAN JAYANTI HOSTEL,Boys Hostel,100,40
20296,"Sarvadanand Sanskrit Mahavidyalaya, Sadhashram",2015,SHATABI HOSTEL,Boys Hostel,100,25
42266,"YASHODA NANDAN HARIVANSH MAHAVIDYALAYA, TARANPUR SANDWA, CHANDRIKA, PRATAPGARH",2015,GIRLS HOSTEL TARANPUR,Girls Hostel,50,14
52468,"YASHODA COLLEGE OF ARCHITECTURE, SATARA",2015,YSPM BOYS HOSTEL,Boys Hostel,40,15
20585,"Shri Saraswati Sanskrit Mahavidyalaya, Guravat, Cholapur",2015,Baba Vishwanath hostel,Boys Hostel,25,24
8309,Govt. Hnahthial College,2015,Girl's Hostel,Girls Hostel,30,0
34516,"Matsyodari Shikshan Sanstha's College of Engineering & Technology, Nagewadi.",2015,MSS boys Hostel,Boys Hostel,100,100
34146,Konkan Agriculture Education and Research Institutes Dr Tanajirao Chorge Adhyapak Mahavidyalaya MandkiPalvan Tal Chiplun Tal Chiplun Dist.Ratnagiri,2015,Boy Hostel Dhokarawali Tal Chiplun,Boys Hostel,50,0
25066,Indra Ganesan College of Engineering,2015,IGCE HOSTEL0 Girls,Girls Hostel,248,100
25066,Indra Ganesan College of Engineering,2015,IGCE HOSTEL- Boys,Boys Hostel,178,90
1346,"V S Ms Institute of Technology, NIPPANI",2015,VSMIT GIRLS HOSTEL,Girls Hostel,60,51
51498,"ADARSH SCIENCE COLLEGE, NAPA",2015,"ADARSH GIRLS HOSTEL,NAPA",Girls Hostel,260,82
48722,INSTITUTE OF TRAINING RESEARCH AND MANAGEMENT,2015,PARWATI GIRLS HOSTEL,Girls Hostel,150,1
22183,"Divya Shikhsha Gurukul College of Education, Village Ghollu Majra, Derabassi-Lalru Highway, Distt. Mohali",2015,Universal Boys Hostel,Boys Hostel,50,20
6687,VRANDAVAN COLLEGE OF EDUCATION GANESGPURA,2015,VRUNDAVAN BED HOSTEL GANESHPURA,Others,200,70
39003,"Shree Karni College, Jaipur",2015,KARNI PALACE,Boys Hostel,20,10
45895,"SINHGAD TECHNICAL EDUCATION SOCIETYS NBN SINHGAD TECHNICAL INSTITUTES CAMPUS, PUNE",2015,Sinhgad Boys Hostel,Boys Hostel,600,526
22137,"Baba Farid College of Education, V&P.O. Deon, Muktsar Road, Bathinda",2015,Baba farid boys hostel,Boys Hostel,285,5
22137,"Baba Farid College of Education, V&P.O. Deon, Muktsar Road, Bathinda",2015,Baba farid girls hostel,Girls Hostel,260,10
11140,"Raja Shripatrao Bhagawantrao Mahavidyalaya, AUNDH",2015,Aundh Mahila Vasatigrah Aundh.,Girls Hostel,50,0
46594,"Welfare Institute of Nursing & Midwifery, Bharuch",2015,Welfare Girls Hostel,Girls Hostel,250,156
18974,Manoharbhai Engineering and Technical Institute,2015,Girls Hostel (2nd Floor),Girls Hostel,31,0
18974,Manoharbhai Engineering and Technical Institute,2015,Block - V,Boys Hostel,102,0
18974,Manoharbhai Engineering and Technical Institute,2015,Block - I,Boys Hostel,102,73
18974,Manoharbhai Engineering and Technical Institute,2015,Girls Hostel (1st Floor),Girls Hostel,68,31
47950,"SRI AUROBINDO INSTITUTE OF SPEECH & HEARING, INDORE",2015,Boys Hostel,Boys Hostel,75,15
42196,"Kalyani Charitable Trusts Late G.N.Sapkal College of Engineering , Sapkal Knowledge Hub,Kalyani Hills, Anjaneri Vadholi, Tryambakeshwar, Dist.Nashik 422212",2015,Girls Hostel,Girls Hostel,124,79
42196,"Kalyani Charitable Trusts Late G.N.Sapkal College of Engineering , Sapkal Knowledge Hub,Kalyani Hills, Anjaneri Vadholi, Tryambakeshwar, Dist.Nashik 422212",2015,Boys Hostel,Boys Hostel,242,165
44396,"K. B. WOMEN'S COLLEGE, HAZARIBAG",2015,SC HOSTEL,Girls Hostel,50,48
44396,"K. B. WOMEN'S COLLEGE, HAZARIBAG",2015,GENERAL HOSTEL,Girls Hostel,30,30
44396,"K. B. WOMEN'S COLLEGE, HAZARIBAG",2015,ST HOSTEL,Girls Hostel,100,100
6622,LOKNIKETAN MRS COLLEGE RATANPUR,2015,BRS BOYS HOSTEL,Boys Hostel,170,0
45534,"K.G. COLLEGE OF PHYSIOTHERAPY (Inst. Code - 144), COIMBATORE",2015,KG GIRLS HOSTEL,Girls Hostel,870,95
175,"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT 006",2015,BHAGWAN MAHAVIR GIRLS HOSTEL,Girls Hostel,50,25
175,"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT 006",2015,BHAGWAN MAHAVIR BOYS HOSTEL,Boys Hostel,100,65
35582,KLESs J.G.Commerce College Hubli,2015,Ladies Hostel,Girls Hostel,30,30
35582,KLESs J.G.Commerce College Hubli,2015,Jgcc Boys Hostel,Boys Hostel,60,60
23081,Ashutosh Maharaj College of Management and Technology,2015,Kasturbha Hostel,Girls Hostel,20,20
27051,J.P.College of Engineering,2015,THERSA WOMEN'S HOSTEL,Girls Hostel,240,90
27051,J.P.College of Engineering,2015,AUGUSTINE MEN'S HOSTEL,Boys Hostel,240,120
667,Shri Rang Shikshan Mahvidhyalaya,2015,CTE COLLEGE HOSTEL,Girls Hostel,50,33
32988,"COLLEGE OF NURSING APOLLO HOSPITAL, VILL-LINGYADIH, SEEPAT ROAD",2015,"NURSES HOSTEL, APOLLO HOSPITALS, BILASPUR",Girls Hostel,250,180
20484,"Shri Kameshwar SAnskrit Pathashala, Hathras",2015,SHRI KAMESHWAR SANSKRIT MAHAVIDAYALYA,Boys Hostel,20,11
16606,Sri Rangapoopathy College of Engineering,2015,Sri Rangapoopathi College of Engineering Boys Hostel,Girls Hostel,50,0
16606,Sri Rangapoopathy College of Engineering,2015,Sri Rangapoopathi College of Engineering Girls Hostel,Boys Hostel,300,76
770,"SMT. MINAXIBEN SHANTIBHAI DAVE COLLEGE OF EDUCATION, JAMNAGAR",2015,ms dave hostels,Girls Hostel,30,0
21407,"Islamia College of Science & Commerce, Srinagar",2015,Boys,Boys Hostel,70,70
19274,"Govt (Auto) P.G. College, Chhindwara",2015,1,Girls Hostel,100,100
12413,"CHAUDHARY CHARAN SINGH DEGREE COLLEGE, HEWARA,",2015,MALTI DEVI GIRLS HOSTEL,Girls Hostel,150,122
28758,"AMOGHA INSTITUTE OF PROF. & TECHNICAL EDU. 7th KM. MILE STONE, MEERUT ROAD, DUHAI, GHAZIABAD, Ph. No. :- 09810050807",2015,Girls Hostel,Girls Hostel,33,22
28758,"AMOGHA INSTITUTE OF PROF. & TECHNICAL EDU. 7th KM. MILE STONE, MEERUT ROAD, DUHAI, GHAZIABAD, Ph. No. :- 09810050807",2015,Boys Hostel,Boys Hostel,30,12
1314,"Govt. Engineering College, KARAWAR",2015,GEC Girls Hostel,Girls Hostel,35,12
1314,"Govt. Engineering College, KARAWAR",2015,GEC Boys Hostel,Boys Hostel,35,112
42788,Dr. Kanailal Bhattacharya College,2015,WOMEN HOSTEL PHASE-II (UGC),Girls Hostel,70,0
42788,Dr. Kanailal Bhattacharya College,2015,SUDHARANI WOMEN HOSTEL (UGC),Girls Hostel,50,0
44932,KLEs College Of Pharmacy Nipani,2015,Annapurna Girls Hostel,Girls Hostel,100,50
44932,KLEs College Of Pharmacy Nipani,2015,Boys Hostel,Boys Hostel,100,40
44675,Saldiha College,2015,Nivedita Girls Hostel,Girls Hostel,140,100
44675,Saldiha College,2015,Vivekananda Hostel,Boys Hostel,130,65
44675,Saldiha College,2015,Rabindra Hostel,Boys Hostel,140,0
1426,"NIE Institute of Technology, MYSORE",2015,NIE BOYS HOSTEL,Boys Hostel,360,82
42123,"Alard Charitable Trusts Alard College of Engineering & Management,Pune",2015,TAKSHASHILA BOYS HOSTEL,Boys Hostel,120,23
42123,"Alard Charitable Trusts Alard College of Engineering & Management,Pune",2015,TAKSHASHILA GIRLS HOSTEL,Girls Hostel,75,20
29706,"Christian Eminent Academy of Management, Professional Education and Research, MIG Colony,Indore",2015,Anoop Nagar Hostel,Girls Hostel,40,38
28113,P.D.M. COLLEGE OF EDUCATION,2015,Hostel-1,Boys Hostel,100,7
28380,RBS COLLEGE OF EDUCAITON,2015,Maharani Patiyala,Girls Hostel,100,0
6705,SHETH M N LAW COLLEGE PATAN,2015,NGES BOYS HOSTEL,Boys Hostel,80,5
10497,"College of Engg. and Management, Kapurthala",2015,Girls Hostel,Girls Hostel,118,6
10497,"College of Engg. and Management, Kapurthala",2015,Boys Hostel,Boys Hostel,135,42
47256,"BMS SCHOOL OF ARCHITECTURE, YELAHANKA",2015,BMSIT BOYS HOSTEL ( Sharing facility ),Boys Hostel,400,389
35585,"JSS Banashankari Arts,Commerce & S.K.Gubbi Science College, Vidyagiri Dharwad",2015,S.K. Ladies Hostel,Girls Hostel,136,136
35585,"JSS Banashankari Arts,Commerce & S.K.Gubbi Science College, Vidyagiri Dharwad",2015,UG Hostel Dharani,Girls Hostel,164,164
35585,"JSS Banashankari Arts,Commerce & S.K.Gubbi Science College, Vidyagiri Dharwad",2015,PG Dheemati,Girls Hostel,125,98
35585,"JSS Banashankari Arts,Commerce & S.K.Gubbi Science College, Vidyagiri Dharwad",2015,Working Women Hostel,Girls Hostel,102,102
1220,"Anand Institute of Social Work, Anand",2015,Anand Boys Hostel,Boys Hostel,90,10
11064,"Arts and Commerce College, NESARI",2015,Arts and Commerce College Nesari Hostel,Girls Hostel,16,0
47249,"N P Patel Arts Science and Commerce College, Dehemi",2015,sanskruti hostel,Boys Hostel,15,0
397,"J.H.Patel College of Management & Technology (SFI) ,Christipura, Dahemi,Ta: Borsad,Di:Anand 795",2015,Boys Hostel,Boys Hostel,24,0
6901,GROW MORE EDUCATION COLLEGE,2015,Grow More Boys Hostel,Boys Hostel,25,1
6901,GROW MORE EDUCATION COLLEGE,2015,Grow More Girls Hostel,Girls Hostel,25,1
1271,"S J B Institute of Technology, BANGALORE",2015,Block 3,Girls Hostel,40,36
1271,"S J B Institute of Technology, BANGALORE",2015,Block 1,Boys Hostel,295,222
1271,"S J B Institute of Technology, BANGALORE",2015,Block 2,Girls Hostel,122,123
25000,Gnanam School of Business,2015,Women's Residence,Girls Hostel,96,52
25000,Gnanam School of Business,2015,Men's Residence,Boys Hostel,96,62
46641,"DNYANVARDHINI SHIKSHAN SANSTHAS GLOBAL INSTITUTE OF MANAGEMENT, AHMEDNAGAR",2015,GIM A,Boys Hostel,40,0
50741,RV COLLEGE OF ARCHITECTURE,2015,RVCA Hostel,Boys Hostel,120,77
50741,RV COLLEGE OF ARCHITECTURE,2015,RVCA Hostel,Girls Hostel,120,120
30331,"MNR Dental College, Sangareddy",2015,MNR Girls Hostel-1,Girls Hostel,240,54
30331,"MNR Dental College, Sangareddy",2015,MNR Girls Hostel 2,Girls Hostel,240,19
30331,"MNR Dental College, Sangareddy",2015,MNR PG Girls Hostel,Girls Hostel,60,3
37,"INDUKAKA IPCOWALA COLLEGE OF PHARMACY, NEW V.V.NAGAR 223",2015,ADIT Girls,Girls Hostel,72,9
27883,"M.K. College of Education, Vill. Shahpur, PO Udhopur, Via Jamsher Khas, Jalandhar",2015,Boys Hostel,Boys Hostel,250,4
1280,"K C T Engineering College, GULBARGA",2015,KCT BOYS HOSTEL,Boys Hostel,110,80
1351,"K B N College of Engineering, GULBARGA",2015,KBN Girls Hostel,Girls Hostel,100,100
44660,Triveni Debi Bhalotia College,2015,T.D.B. COLLEGE BOYS' HOSTEL,Boys Hostel,110,80
5935,"Shri R. P. Arts, Shri K. B. Commerce and Smt. B. C. J. Science College",2015,Matrushri Kamlaba R. Barot Ladies Hostel,Girls Hostel,100,10
45309,"LINGARAJ APPA ENGINEERING COLLEGE, BIDAR",2015,"Boys Hostel, Lingaraj appa Engineering college",Boys Hostel,90,80
20268,"Shri Saraswati Gurukul Vidyapeeth, Munari",2015,Saraswati Gurukul Vidyapeeth Munari-Varanasi,Girls Hostel,16,16
20084,"Shri Rukmini Ballabh Ved Vedant Sanskrit Mahavidyalaya, Avantika Ahar",2015,Swami Mahanand Hostel,Boys Hostel,150,150
6812,D I PATEL INSTI OF COMPUTER (BCA),2015,KU R D PATEL,Girls Hostel,100,60
20319,"Shri Shivprassan Sanskrit Mahavidyalaya, Sathi Baveru",2015,SHRI SHIVPRASSAN SANSKRIT MAHAVIDYALAYA SATHI,Boys Hostel,50,50
20095,"Shri Vamdev Sanskrit Mahavidyalaya, Kailashpuri",2015,"Shri Vamdev Sanskrit Mahavidyalaya, Kailashpuri,Banda",Boys Hostel,60,60
45962,"BABA PAYAM-UDDIN COLLEGE OF EDUCATION, BARAMULLAH",2015,Boys Hostel,Boys Hostel,100,93
13172,"Leela Devi Parasmal Sancheti Kanya Mahavidyalaya, Rani",2015,Hostel No-4,Girls Hostel,50,27
13172,"Leela Devi Parasmal Sancheti Kanya Mahavidyalaya, Rani",2015,Hostel No-5,Girls Hostel,80,50
20329,"Sanatan Dharm Sanskrit Mahavidyalaya, Rupaideeha",2015,Chatravaas,Boys Hostel,50,35
20180,Adarsh Sanskrit Ayurveda Mahavidyalaya,2015,College Hostel,Boys Hostel,30,4
17806,"P.E.S. Institute of Advanced Management Studies, Guddadakere.",2015,PES Boys Hostel,Boys Hostel,50,45
9490,Muthayammal College of Arts & Science,2015,BOYS HOSTEL,Boys Hostel,380,331
9490,Muthayammal College of Arts & Science,2015,GIRLS HOSTEL,Girls Hostel,309,203
50673,"COLLEGE OF AGRICULTURE, AMRELI",2015,Boys Hostel (Polytechnic campus Hostel)old,Boys Hostel,150,35
50674,"POLYTECHNIC IN ANIMAL HUSBANDARY, JUNAGADH",2015,Vivek-3,Boys Hostel,100,65
6349,Polytechnic in Horticulture- Junagadh,2015,Polytechnic in Horticulture Hostel,Boys Hostel,60,43
16554,Adhi College of Engineering and Technology,2015,Boys Hostel,Boys Hostel,300,250
41400,"Maharashtra Education Societys Institute of Management and Career Course IMCC, Mayur Colony, Kothrud, Pune 411029",2015,MES Boys Hostel,Boys Hostel,9,0
41400,"Maharashtra Education Societys Institute of Management and Career Course IMCC, Mayur Colony, Kothrud, Pune 411029",2015,MES Saraswati Niwas,Girls Hostel,9,4
7221,B.R.S. COLLEGE - DUMIYANI,2015,BRS College Boys Hostel,Boys Hostel,250,50
42068,"Maharshi Karve Stree Shikshan Sansthas Smt. Hiraben Nanavati Institute of Management and Research for Women, Karvenagar, Cummins College Campus, Pune 411052",2015,SIr Sasoon David Hostel,Girls Hostel,25,21
16720,Eastern Christian College,2015,Girl's Hostel,Girls Hostel,40,30
49617,BHAGWAN MAHAVIR COLLEGE OF MANAGEMENT-MCA-(SFI)-SECOND SHIFT-NEW-559,2015,BM Girls Hostel,Girls Hostel,100,10
10091,"DMSM'S COLLEGE OF BCA, BELGAUM",2015,DMS Mandal's Boys Hostel,Boys Hostel,80,1
13647,"M.P.Institute of Management &Computer Aplication,Bhagtua,Chiraigaon,Varanasi",2015,Annapuma Girls Hostel,Girls Hostel,80,10
28262,"National Power Training Institute , Faridabad.",2015,Executive Hostel,Others,100,0
28262,"National Power Training Institute , Faridabad.",2015,Boys,Boys Hostel,220,150
6792,REVABA SARVAJANIK EDUCATION COLLEGE,2015,SHRI SARVAJANIK GIRLS HOSTEL,Girls Hostel,75,1
41223,"Padmashri Dr. D.Y.Patil Institute of Pharmaceutical Science and Research, Pimpri, Pune 411018",2015,Pad.Dr.D.Y.Patil Girls hostel,Girls Hostel,40,15
41223,"Padmashri Dr. D.Y.Patil Institute of Pharmaceutical Science and Research, Pimpri, Pune 411018",2015,Pad.Dr.D.Y.Patil Boys hostel,Boys Hostel,40,2
42062,"Kalyani Charitable Trusts K.R.Sapkal College of Management Studies, Kalyani Hills, Anjaneri,Tryambakeshwar Road, Nashik",2015,College Hostel,Boys Hostel,30,1
39929,"J.R. SHARMA COLLEGE, JHADOL",2015,ppp.j.r.sharma pg college-jhadol(p),Girls Hostel,25,12
14003,"KES Vengurla Homoeopathy College, Vengurla",2015,Govr. Girls Hostel,Girls Hostel,100,25
40656,"Seth Dharmchand Insttute of Teachers Training, Raisinghnagar",2015,sditt Hostel,Boys Hostel,50,0
11010,"Ashokrao Mane Group of Institutions Faculty of Engineering, Wathar Tarfe Vadgaon",2015,Swaminath Hostel,Boys Hostel,300,0
11010,"Ashokrao Mane Group of Institutions Faculty of Engineering, Wathar Tarfe Vadgaon",2015,Durgule Hostel,Girls Hostel,90,40
19874,Balaji Institute of Technology & Science,2015,Balaji Girls Hostel,Girls Hostel,400,217
40489,Ambigara Chowdaiah College of Nurisng,2015,poorva buildings,Boys Hostel,200,0
45875,"JAYAWANT SHIKSHAN PRASARAK MANDALS J S P M JAYAWANT TECHNICAL CAMPUS JAYAWANT SCHOOL OF COMPUTER APPLICATIONS, PUNE",2015,Girls' Hostel,Girls Hostel,40,0
16693,Modern College,2015,Modern College Junior Boys Hostel,Boys Hostel,50,15
16693,Modern College,2015,Modern College Girls Hostel,Girls Hostel,50,15
45678,"SARDAR RAJAS COLLEGE OF NURSING (Inst. Code - 396), TIRUNELVELI",2015,JOE LADIES HOSTEL,Girls Hostel,250,84
28531,"Syed Hameetha Arts and Science College, Kilakarai",2015,Mohamed Sathak Womens Hostel,Girls Hostel,1000,17
21687,Chhattisgarh Kalayan Education College Nandni Road Aheri Durg,2015,GIRLS,Girls Hostel,20,19
21687,Chhattisgarh Kalayan Education College Nandni Road Aheri Durg,2015,BOYS,Boys Hostel,20,8
16116,"Baba Baijnath Mahavidyalaya,Amnave,Martinganj Azamgarh",2015,Boys Hostal,Boys Hostel,200,180
16116,"Baba Baijnath Mahavidyalaya,Amnave,Martinganj Azamgarh",2015,Girls Hostal,Girls Hostel,100,100
47891,SHREY INSTITUE OF NURSING AND ALLIED SCIENCES,2015,"Hostel, Shrey Institute of Nursing & Allied Sciences",Girls Hostel,130,78
20153,"Shri B.N.Mehata Sanskrit Mahavidyalaya,",2015,B N MEHATA HOSTEL,Boys Hostel,3,15
27910,"KCL Institute of Law, Jalandhar.",2015,"LKC, Jalandhar",Boys Hostel,100,30
4129,"Shri R. R. Lalan College of Arts & Science,",2015,College Girls' Hostel,Girls Hostel,72,65
1326,"R V College of Engineering, Bangalore (QIP Centre)",2015,RVCE Boys Hostel-4 nos in the campus,Boys Hostel,1090,1060
1326,"R V College of Engineering, Bangalore (QIP Centre)",2015,"RVCE Boys Hostel, Basavanaguie",Boys Hostel,40,35
34605,Deogiri College Aurangabad,2015,Jijamata,Girls Hostel,305,305
34605,Deogiri College Aurangabad,2015,Sawitribai Phule,Girls Hostel,315,315
34605,Deogiri College Aurangabad,2015,Yeshwantrao Chavan,Boys Hostel,233,233
46750,"INSTITUTE OF PROFESSIONAL EXCELLENCE AND MANAGEMENT, GHAZIABAD",2015,IPEM GIRLS HOSTEL,Girls Hostel,46,7
41506,"Padmashri D.Y.Patil Pratishthans Padamshri Dr.D.Y.Patil Arts, Scienec & Commerce College, Pimpri, Pune 18.",2015,Dr. D.Y. Patil Girls Hostel,Girls Hostel,25,0
41506,"Padmashri D.Y.Patil Pratishthans Padamshri Dr.D.Y.Patil Arts, Scienec & Commerce College, Pimpri, Pune 18.",2015,Dr. D.Y. Patil Boys Hostel,Boys Hostel,25,0
41597,"Bharati Vidyapeeth's College of Engineering, Lavale Address: lavale Taluka: Mulashi District: Pune",2015,Bharati Vidyapeeth Girls Hostel Dhankawadi,Girls Hostel,100,45
41597,"Bharati Vidyapeeth's College of Engineering, Lavale Address: lavale Taluka: Mulashi District: Pune",2015,Bharati Vidyapeeth Boys Hostel Lavale,Boys Hostel,200,129
41345,"Jadid Anjuman E Talim Societys Arts,Science & Commerce Girls College, Malegaon Dist.Nashik 423203",2015,Fatema Girls Hostel,Girls Hostel,100,12
11847,Institute of Education for Women,2015,"Institute of Education for Women, Hastings House, Women's Hostel",Girls Hostel,60,30
52423,"Yashwantrao Bhonsale College of Pharmacy, Sawantwadi",2015,Indurao Desai Boys Hostel,Boys Hostel,45,40
