id,college_name,survey_year,name,hostel_type,intake_capacity,students_residing
39572,"Debendra Satapathy Memorial College, Bhapur, Dhenkanal",2015,D.S.M.C. Girls Hostel,Girls Hostel,30,30
19218,"Ojaswani Inst. of Management and Technology, Damoh",2015,OJASWINI BOYS HOSTEL,Boys Hostel,200,98
30177,"CV Raman Computer Academy (CVRCA), Bhubaneswar",2015,Girls Hostel,Girls Hostel,30,12
30177,"CV Raman Computer Academy (CVRCA), Bhubaneswar",2015,Boys Hostel,Boys Hostel,30,11
42152,"Shivnagar Vidya Prasarak Mandals College of Commerce,Science & Computer Education, Malegaon Bk., Tal. Baramati, Dist.Pune",2015,Girls Hostel,Girls Hostel,100,100
30072,"Silicon Institute of Technology (SIT), Sambalpur",2015,Silicon Girls Hostel,Girls Hostel,200,84
40141,MVJ Medical College,2015,MVJ Medical College and Research Hospital,Girls Hostel,350,350
15612,"IBT College of Diploma Engg.,Berla Road, Ahiwara, Nandini Road",2015,IBT Hostel,Boys Hostel,120,71
8960,"240040-SES'S COLLEGE OF EDUCATION, SHIRPUR, DIST-DHULE",2015,Girls Hostel,Girls Hostel,30,0
22363,"Shubham Shikshan Mahavidhyalaya, Shubham Shikshan Ssmiti, Vidya Vihar Mahavidyalaya Parisar, Shubham vihar, Bilaspur",2015,Shubham Shikshan Mahavidyalaya,Boys Hostel,25,5
39837,"Chitalo College,Chitalo, Jajpur",2015,SUBHADRA DEVI CHHATRI NIVAS-1,Girls Hostel,30,30
30078,"Ajay Binay Institute of Technology Piloo Modi College of Architecture (ABIT-PMCA), Cuttack",2015,"Amar Palace,Sec-6,CDA",Girls Hostel,60,53
30078,"Ajay Binay Institute of Technology Piloo Modi College of Architecture (ABIT-PMCA), Cuttack",2015,Badambari hostel,Girls Hostel,60,43
30078,"Ajay Binay Institute of Technology Piloo Modi College of Architecture (ABIT-PMCA), Cuttack",2015,"Sec-10,CDA, hostel(4TH YR)",Girls Hostel,50,42
30078,"Ajay Binay Institute of Technology Piloo Modi College of Architecture (ABIT-PMCA), Cuttack",2015,"Sec-9,CDA,hostel",Girls Hostel,50,37
30078,"Ajay Binay Institute of Technology Piloo Modi College of Architecture (ABIT-PMCA), Cuttack",2015,"Sec-10,CDA,hostel( 1ST YR)",Boys Hostel,40,35
30078,"Ajay Binay Institute of Technology Piloo Modi College of Architecture (ABIT-PMCA), Cuttack",2015,"Sec-10,CDA, hostel 3RD YR",Boys Hostel,50,45
44322,"S.N.D.T. College of Education,Pune",2015,S.N.D.T. Women's University Hostel,Girls Hostel,25,1
30113,"Roland Institute of Technology (RIT), Berhampur",2015,"ROLAND BOYS HOSTEL, GOSANINUAGAON",Boys Hostel,65,0
30113,"Roland Institute of Technology (RIT), Berhampur",2015,VIVEKANANDA BOYS HOSTEL,Boys Hostel,60,50
35265,"Regional Inst. of Education, Shyamla Hills, Bhopal",2015,Shanti Niketan,Girls Hostel,210,205
35265,"Regional Inst. of Education, Shyamla Hills, Bhopal",2015,Vinay Niketan,Girls Hostel,150,112
35265,"Regional Inst. of Education, Shyamla Hills, Bhopal",2015,Kirti Niketan,Boys Hostel,150,95
30105,"Kalam Institute of Technology (KIT), Berhampur",2015,Bhavanagar Hostel,Girls Hostel,80,50
30105,"Kalam Institute of Technology (KIT), Berhampur",2015,Campus Boys Hostel,Boys Hostel,400,320
40232,SVET College of Pharmacy,2015,"S.V.E.T's College of Pharmacy, Humnabad-585330",Girls Hostel,50,25
36704,Shri Guru Nanak Khalsa T.T. College,2015,Shri Guru Nanak Khalsa Shiksha Samiti Girls Hostel,Girls Hostel,50,0
51697,MYSORE SCHOOL OF ARCHITECTURE,2015,Mysore School of Architecture,Boys Hostel,80,10
30132,"National Institute of Science and Technology (NIST), Berhampur",2015,Boys Hostel - 8,Boys Hostel,80,60
30132,"National Institute of Science and Technology (NIST), Berhampur",2015,Boys Hostel Campus -1,Boys Hostel,1100,1096
30132,"National Institute of Science and Technology (NIST), Berhampur",2015,Boys Hostel - 7,Boys Hostel,120,78
30132,"National Institute of Science and Technology (NIST), Berhampur",2015,Boys Hostel - 2,Boys Hostel,100,86
30132,"National Institute of Science and Technology (NIST), Berhampur",2015,Sagar Hastel,Boys Hostel,80,75
36219,"""Institute of Technology and Management, Opp Sitholi Railway Station NH 75, Jhansi Road, Gwalior 474001""",2015,SANDIPANI PRAKHAND,Boys Hostel,200,200
36219,"""Institute of Technology and Management, Opp Sitholi Railway Station NH 75, Jhansi Road, Gwalior 474001""",2015,ITM GIRLS HOSTEL,Girls Hostel,100,100
36604,Sanskar Women International T.T. College,2015,Sanskar Women's Hostel,Girls Hostel,64,40
38952,"Meera Keshav Mahila B.Ed. College, Jaipur",2015,In Campus,Girls Hostel,30,20
50926,Centurion Institute of Technology,2015,GH-1,Girls Hostel,192,181
50926,Centurion Institute of Technology,2015,BH-1,Boys Hostel,176,111
50926,Centurion Institute of Technology,2015,GH-2,Girls Hostel,320,220
50926,Centurion Institute of Technology,2015,BH-6,Boys Hostel,355,50
50926,Centurion Institute of Technology,2015,BH-2,Boys Hostel,176,213
50926,Centurion Institute of Technology,2015,BH-3,Boys Hostel,340,320
30162,"Balasore College of Engineering and Technology, (BCET), Balasore",2015,Shiridi Sai Hostel,Boys Hostel,140,140
30162,"Balasore College of Engineering and Technology, (BCET), Balasore",2015,Subhas Bose Hostel,Boys Hostel,78,78
8064,"ROYAL COLLEGE OF ENGG & TECH., AKKIKAVU",2015,Girls Hostel 2,Girls Hostel,150,110
8064,"ROYAL COLLEGE OF ENGG & TECH., AKKIKAVU",2015,Girls Hostel 1,Girls Hostel,150,110
30094,"Rajdhani College of Engineering and Management (RCEM), Bhubaneswar",2015,RCEM-1,Boys Hostel,40,39
21035,"HKBK Degree College (K.S.M.F First Grade College), No.6/1, Contonment Station Road, Bangalore-51",2015,HKBK Girls Hostel,Girls Hostel,60,0
33571,Sir J J School of Art Dr D N Road Mumbai 400 001 (Painting),2015,SIR J. J. INSTITUTION BOY'S HOSTEL,Boys Hostel,80,20
30096,"NIIS Institute of Business Administration (IBA), Bhubaneswar",2015,BALABHADRA,Boys Hostel,60,32
30096,"NIIS Institute of Business Administration (IBA), Bhubaneswar",2015,SUBHADRA,Girls Hostel,60,38
46922,"M G INSTITUTE OF MANAGEMENT AND TECHNOLOGY, LUCKNOW",2015,Mansarovar,Boys Hostel,400,45
30130,"Kushagra Institute of Information and Management.Sciences (KIIMS), Bhubaneswar",2015,Kushagra Girl's Hostel,Girls Hostel,30,25
50555,DRASHTI NETRALAY,2015,drashti netralaya,Girls Hostel,30,20
17355,Bongaigaon College,2015,Bongaigaon College Boys' Hostal,Boys Hostel,30,30
29583,"A.L.Y. College, Tribeniganj",2015,Harigan Boy's welfare Hostel,Boys Hostel,48,40
48440,"KMCT COLLEGE OF ARCHITECTURE, MANASSERY",2015,BH Kallanthode,Boys Hostel,13,8
16923,"Sri Rama First Grade College, Hanuman Nagarm Kalladka, Bantwal Taluk",2015,Sri Rama Vasathi Nilaya Kalladka,Girls Hostel,30,11
34104,Sonubhau Baswant College of Arts & Commerce Near Government Godown Savroli Road Shahapur Dist Thane 421 601,2015,Sonubhau Baswant College Women's Hostel Shahapur-The construction will complete before 31st October 2014,Girls Hostel,72,0
15784,RAJSINGH MOHITE PATIL INSTITUTE OF MANGEMENT STDIES SHANKARNAGAR AKLUJ MALSHISRASH,2015,Shivratna Boys Hostel,Boys Hostel,25,0
25176,"Jagan Nath Gupta Institute of Engineering & Technology,Jaipur",2015,JNIT BOYS HOSTEL-II (NEW HOSTEL),Boys Hostel,102,94
17981,"Prakasam Engineering College, O.V.Road, Kandukur,PIN- 523105(CC-F9)",2015,Block-3,Girls Hostel,150,132
17981,"Prakasam Engineering College, O.V.Road, Kandukur,PIN- 523105(CC-F9)",2015,Block-2,Girls Hostel,150,150
17981,"Prakasam Engineering College, O.V.Road, Kandukur,PIN- 523105(CC-F9)",2015,Dr.Abdul Kalam Hostel,Boys Hostel,250,246
40337,Sri Raghavendra College of Nursing,2015,SRI RAGHAVENDRA BOYS HOSTEL,Boys Hostel,150,40
10934,"Luipa Mahaavidyalaya, Radho",2015,ADIMATA RECONGNISED MESS,Others,50,50
10934,"Luipa Mahaavidyalaya, Radho",2015,SIDHAMUNI RECONGNISED MESS,Others,50,50
21329,Doon College of Engg. & Technology,2015,DOON BOYS HOSTEL,Boys Hostel,60,29
45673,"NEHRU NURSING COLLEGE (Inst. Code - 210), VALLIOOR, TIRUNELVELI",2015,Nehru Hostel,Girls Hostel,210,128
19107,Egra Sarada Sashi Bhusan College,2015,TEACHERS' CUM BOYS HOSTEL,Boys Hostel,40,17
47018,"RAJARSHI RANANJAY SINH INSTITUTE OF MANAGEMENT AND TECHNOLOGY, SULTANPUR",2015,RAMNAGAR HOSTEL,Boys Hostel,60,28
47018,"RAJARSHI RANANJAY SINH INSTITUTE OF MANAGEMENT AND TECHNOLOGY, SULTANPUR",2015,CAMPUS HOSTEL,Boys Hostel,200,123
47018,"RAJARSHI RANANJAY SINH INSTITUTE OF MANAGEMENT AND TECHNOLOGY, SULTANPUR",2015,EK DANTA HOSTEL,Boys Hostel,51,45
16687,Alder College,2015,Anchor,Girls Hostel,60,54
41498,"Karmveer Ganpat Dada More Arts, Commerce & Science College,Niphad, District - Nashik 422303",2015,KGDM College Hostel,Girls Hostel,60,22
41097,Sree Saraswathi Thiagaraja College,2015,STC Women's Hotel,Girls Hostel,80,33
41097,Sree Saraswathi Thiagaraja College,2015,STC Men's Hostel,Boys Hostel,100,57
40285,St. Annâ€™s College of Nursing,2015,St. Ann's Girls Hostel,Girls Hostel,300,60
38701,"Career T T College, Jhunjhunun",2015,RAJASTHAN BOYS HOSTEL,Boys Hostel,40,7
48293,"ARAFA COLLEGE OF ARTS & SCIENCE, PEZHAKKAPPILLY, MUVATTUPUZHA",2015,arafa college hostel,Boys Hostel,20,5
16724,Dimapur Govt College,2015,WOMEN HOSTEL,Girls Hostel,40,0
6606,"Shri Narayan Sanskrit College, Katni",2015,boys hostel,Boys Hostel,50,37
24703,"Chinmaya Degree College, Roorkee",2015,Swami Tejomaya Nand,Girls Hostel,40,40
21343,Trupti Womens College,2015,NIRUPAMA WOMENS HOSTEL,Girls Hostel,30,30
36455,"Arcot Sri Mahalaalakshmi Women's institute ofmanagement &Computer Applications,Arcot-Arni Road,Villapakkam-632521",2015,Arcot Sri Mahalakshmi Womens college Hostel,Girls Hostel,60,6
39649,"Prasannamani College of Physical Education & Yoga, Tigiria, Cuttak",2015,P.M.C.P.Ed & yoga,Boys Hostel,100,100
39609,"Computer Application Centre, Link Road, Arunodaya Market, Cuttack",2015,Satyabhumi,Boys Hostel,100,5
41662,"Shikshan Prasarak Mandalis Sir Parshurambhau College Arts, Science & Commerce Tilak Road Pune 30",2015,Girl's Hostel,Girls Hostel,155,155
41662,"Shikshan Prasarak Mandalis Sir Parshurambhau College Arts, Science & Commerce Tilak Road Pune 30",2015,Boy's Hostel,Boys Hostel,210,210
20144,"Shri Sachha Adhyatma Sanskrit Mahavidyalaya, Arail, Naini",2015,boys hostel,Boys Hostel,300,240
21302,Gyani Indra Singh Institute of Professional Studies,2015,Mata Sahib Kaur Hostel Block-I,Girls Hostel,150,50
33826,Janata Shikshan Mandal Smt Indirabia G.Kulkarni Arts J.B.Sawant Science and Sau. Jankibai Dhondo Kunte Commerce College Alibag Dist Raigad 402 201,2015,Janata Shikshan Mandal's Girl's Hostel,Girls Hostel,60,22
48264,"RAHUL SHIKSHAN PRASARAK MANDAL, SATYAGRAHA COLLEGE OF EDUCATION, NAVI MUMBAI",2015,Yashodhara Girls Hostel,Girls Hostel,30,6
46844,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY, KANPUR",2015,Junior,Girls Hostel,224,566
10486,"Lala Lajpat Rai Institute of Engg. & Tech., Moga",2015,BOYS HOSTEL-II,Boys Hostel,156,14
33707,Sindhudurg Education Societys V Y S B Ed College Tonadavli Nandgaon Titha Tal Kankavli Dist Sindhudurg,2015,SHREE SARASWATI BOYS HOSTEL,Boys Hostel,50,8
29126,"Shaheed Kartar Singh Sarabha Dental College, VPO Sarabha, Distt. Ludhiana",2015,Girls Hostel,Girls Hostel,112,43
29126,"Shaheed Kartar Singh Sarabha Dental College, VPO Sarabha, Distt. Ludhiana",2015,Boys Hostel,Boys Hostel,112,10
40451,Karavali College of Pharmacy,2015,Karavali Hostels,Boys Hostel,1500,1500
21328,Amrapali Institute of Hotel Management,2015,VIVEKANAND,Boys Hostel,216,55
21328,Amrapali Institute of Hotel Management,2015,BHABHA,Boys Hostel,154,60
21328,Amrapali Institute of Hotel Management,2015,ALAKNANDAN,Girls Hostel,216,6
10486,"Lala Lajpat Rai Institute of Engg. & Tech., Moga",2015,BOYS HOSTEL-I,Boys Hostel,168,106
39834,"Govt. Women's College, Puri",2015,BANIRUPA WOMEN'S HOSTEL,Girls Hostel,32,32
20216,Shri Gurukul Vaidik Sanskrit Mahavidyalaya Sirathoo,2015,Gurukal Chatravas,Boys Hostel,125,55
10284,"Baba Hira Singh Bhattal Institute of Engg. & Technology, Sunam",2015,Hostel - B,Boys Hostel,93,90
18085,"Velaga Nageswara Rao College of Engineering, G.B.C.Road, Ponnur, PIN- 522124 (CC-NK)",2015,VNR Hostels,Girls Hostel,100,80
12404,"IBN-E-SINA TIBBIYA COLLEGE,",2015,GIRLS HOSTEL,Girls Hostel,150,29
12404,"IBN-E-SINA TIBBIYA COLLEGE,",2015,IQBAL SUHAIL BOYS HOSTEL,Boys Hostel,150,103
16639,Rungta College of Engineering & Technology Kohka-Kurud Bhilai.,2015,Girls Hostel,Girls Hostel,500,327
16639,Rungta College of Engineering & Technology Kohka-Kurud Bhilai.,2015,Boys Hostel -3 (Verma),Boys Hostel,70,69
16639,Rungta College of Engineering & Technology Kohka-Kurud Bhilai.,2015,Boys Hostel -2 (Sanskar),Boys Hostel,90,90
26968,"Visvodaya Engineering College, Kavali",2015,Visvodaya Boys Hostel,Others,175,165
40504,Bharathi College of Pharmacy,2015,BHARATHI VIDHYARTHI NILAYA,Boys Hostel,400,256
34568,Shri Bankatswami Arts & Commerce Mahavidyalaya,2015,Boys Hostel,Boys Hostel,40,40
17913,"Gayatri Vidya Parishad College of Engineering (Autonomous), 530048(CC-13)",2015,GVP Girls Hostel,Girls Hostel,500,500
33324,College of Fisheries,2015,Boys Hostel,Boys Hostel,48,42
33324,College of Fisheries,2015,Girls Hostel,Girls Hostel,25,16
42360,"HIND INSTITUTE OF MEDICAL SCIENCES, RAILWAY CROSSING, SAFEDABAD, BARABANKI",2015,MBBS HOSTEL,Others,500,400
42360,"HIND INSTITUTE OF MEDICAL SCIENCES, RAILWAY CROSSING, SAFEDABAD, BARABANKI",2015,P.G. HOSTEL,Others,200,400
42360,"HIND INSTITUTE OF MEDICAL SCIENCES, RAILWAY CROSSING, SAFEDABAD, BARABANKI",2015,NURSING HOTEL,Others,500,100
6197,Camellia School of Engineering and Technology 238,2015,Boys Hostel 1 (Digberia),Boys Hostel,35,31
6197,Camellia School of Engineering and Technology 238,2015,Girls Hostel,Girls Hostel,35,28
12179,"S.N. DEGREE COLLEGE, CHHIWLAHA,",2015,Boys Hostel,Boys Hostel,80,35
36293,"Indore Institute of Science & Technology (II), Pithampur Iim, Rau, Indore - 453331",2015,Boys Hostel,Boys Hostel,141,28
29062,"Ch. Charan Singh Government Mahavidyala, Chhaprauli (Baghpat) Mob. No.9412355707",2015,Charan Singh,Boys Hostel,50,0
8222,"MOTHER THERESA COLLEGE OF TEACHER EDUCATION,",2015,MOTHER TERESA COLLEGE HOSTEL,Girls Hostel,20,12
34646,"M.S.P. Mandal's Arts,Science & Commerce College, Kille Dharur.",2015,Boys Hostel,Boys Hostel,60,0
42096,"Mula Education Societys Arts,Science & Commerce College, Sonai, Tal. Nevasa,Dist. Ahmednagar 414105",2015,"Ladies Hostel, Sonai",Girls Hostel,300,49
49101,"CHRISTIANÂ MEDICALÂ COLLEGE, COLLEGE OF OCCUPATION THERAPHYÂ (Inst. Code - 177), Â VELLOREÂ",2015,Fitch Memorial Womens Hostel,Girls Hostel,150,100
18028,"Vizag Institute of Technology, Dakamarri(V), Bheemili Mandal, Visakhapatnam, PIN-531162 (CC-PC)",2015,VIT HOSTEL,Boys Hostel,400,354
20887,"Hill Side Institute of Mgmt., No.9, Raghuvanahalli, Kanakapura Mn. Road, Uttrahalli Hobli, Bangalore -62",2015,Hillside Boys Hostel,Boys Hostel,60,32
20887,"Hill Side Institute of Mgmt., No.9, Raghuvanahalli, Kanakapura Mn. Road, Uttrahalli Hobli, Bangalore -62",2015,HIllside Girls Hostel,Girls Hostel,60,14
29461,"CGC College of Engineering, Landran",2015,KALPANA,Girls Hostel,266,262
16596,J E I Mathaajee College of Engineering,2015,JMCE GIRLS HOSTEL,Girls Hostel,200,42
16596,J E I Mathaajee College of Engineering,2015,JMCE BOYS HOSTEL,Boys Hostel,300,150
48174,"MAR THOMA SCHOOL OF MANAGEMENT STUDIES, EDACHIRA, THENGODE, KAKKANAD",2015,BOYS HOSTEL,Boys Hostel,20,9
17888,"Montessori Siva Sivani Institute of Science & Technology college of Pharmacy , Gurrajupalem, Mylavaram, PIN-521230.(CC-9G)",2015,boys hostel,Boys Hostel,100,5
10472,Swami Parmanand Engg. College,2015,Girls Hostal,Girls Hostel,40,2
10472,Swami Parmanand Engg. College,2015,Boys Hostel,Boys Hostel,200,86
1316,"AGM Rural College of Engineering & Technology, VARUR",2015,TUNGABHADRA AGMRCET Boys Hostel,Boys Hostel,200,160
16468,Mailam Engineering College,2015,Boys Hostel,Boys Hostel,300,76
11328,"SIRDA Institute of Engineering & Technology for Women, Naulakda Troat, Sunder Nagar, Distt Mandi",2015,SIRDA GIRLS HOSTEL,Girls Hostel,250,47
11328,"SIRDA Institute of Engineering & Technology for Women, Naulakda Troat, Sunder Nagar, Distt Mandi",2015,SIRDA BOYS HOSTEL,Boys Hostel,120,109
9032,"110013-SSVPM'S SMT.P.K.KOTECHA MAHILA MAHAVIDYALAYA, BHUSAWAL.",2015,College Hostel,Girls Hostel,40,20
15620,Rungta Engineering College Raipur,2015,RH-2 (CHAWLA NIWAS HOSTEL),Boys Hostel,25,25
6148,CAMELLIA INSTITUTE OF ENGINEERING AND TECHNOLOGY 271,2015,Hostel Building 1,Boys Hostel,110,92
41044,Dr.G.R.Damodaran College of Science,2015,GRD GIRL'S HOSTEL,Girls Hostel,260,248
8682,KLE Society's Institute of Fashion Technology and apparel Design women college Belgaum-590001,2015,New ladies hostel belgaum,Girls Hostel,450,8
39774,"S.N.College,Rajkanika, Kendrapara",2015,RANI LAXMIBAI GIRL'S HOSTEL,Girls Hostel,80,80
5915,Sheth L. H. Science College,2015,Shrimati Hirabai Vitthaldas Chhatralaya,Boys Hostel,60,0
5915,Sheth L. H. Science College,2015,Sheth Mohanlal Dolatram and Sheth Chimanlal Dolatram Chhatralaya,Boys Hostel,60,0
46806,"SMT VIDYAWATI COLLEGE OF PHARMACY, JHANSI",2015,VSM HOUSE,Girls Hostel,100,0
16028,Swami Sahajanand Snatkottar Mahavidyalaya Ghazipur,2015,K. D. Rai Hostel,Boys Hostel,56,54
28651,"INSTITUTE OF PROFF. EXCELLENCE & MGMT. A-13/1, SOUTH OF G.T. ROAD, INDUSTRIAL AREA, DELHI-HAPUR BYPASS, NATIONAL HIGHWAY-24, GHAZIABAD, Ph. No- 741189, 721633",2015,IPEM GIRLS HOSTEL,Girls Hostel,46,12
47323,"SRINIVAS INSTITUTE OF MEDICAL SCIENCE AND RESEARCH CENTRE, MANGLORE",2015,SIMS Hostel,Girls Hostel,518,449
35377,"Govt. Kusum College, Seoni Malwa, Hoshangabad",2015,Mahila Chatrawas,Girls Hostel,50,0
50895,"MAYO COLLEGE OF NURSING, GADIA",2015,Rabindranath Tagore,Boys Hostel,100,94
8299,Institute of Advanced Study in Education,2015,IASE Boys' Hostel,Boys Hostel,12,12
14721,St. Anthonys College of Education,2015,Madona Hostel,Girls Hostel,50,0
39203,"Dr. Mohan Lal Peeramal Balika Mahavi., Jhunjhunun",2015,babulal makharia girls hostel bagar,Girls Hostel,450,380
14613,Smt. Savithri College of Education,2015,Girls Hostel,Girls Hostel,100,68
14613,Smt. Savithri College of Education,2015,Boys Hostel,Boys Hostel,100,32
11531,"L.R. Institutes of Pharmacy, Jabli-Kyar, Oachghat Distt Solan",2015,Girls Hostel-II,Girls Hostel,150,12
11531,"L.R. Institutes of Pharmacy, Jabli-Kyar, Oachghat Distt Solan",2015,Boys Hostel I,Boys Hostel,200,14
40087,Nisarga College of Nursing,2015,NISARGA GIRLS HOSTEL,Girls Hostel,425,70
21223,"Smt. VHD Institute of Home Science, Palace Rd, Bangalore-1",2015,Smt. V.H.D. Central Institute of Home Science Hostel,Girls Hostel,120,120
44020,"College of Dairy Technology, Warud (Pusad)",2015,Adinath,Boys Hostel,30,35
45101,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, BASAR",2015,PUC-1,Girls Hostel,700,458
45101,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, BASAR",2015,Ananthagiri,Boys Hostel,1914,1774
45101,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, BASAR",2015,Yadagiri,Boys Hostel,1408,589
6619,"Government Sanskrit College, Rambagh, Indore",2015,"Govt. Sanskrit College, Indore-Hostel",Boys Hostel,20,17
36301,"Sun Institute of Pharmaceutical Education & Research, P.B. No. 11, Lahar, Bhind-477445",2015,SIPER Girls Hostel,Girls Hostel,20,0
45540,"P.S.G. COLLEGE OF PHARMACY (Inst. Code - 126), COIMBATORE",2015,PSG Gents Hostel,Boys Hostel,250,162
45540,"P.S.G. COLLEGE OF PHARMACY (Inst. Code - 126), COIMBATORE",2015,PSG Ladies Hostels,Girls Hostel,250,91
40346,"Dr. B D Jatti Homoeopathic Medical College, Hospital & PG Research Centre",2015,DBHP Sabha's Boys Hostel,Boys Hostel,100,95
6151,Camellia Institute of Technology 230,2015,Hostel - IV,Girls Hostel,19,19
6151,Camellia Institute of Technology 230,2015,Hostel - V,Girls Hostel,14,14
21217,Samvaad College of Speech and Hearing,2015,GIRLS HOSTEL,Girls Hostel,35,32
9007,"130021-RSSPM'S NANASAHEB YASHAVANTRAO N.CHAVAN ARTS,SCIENCE&COMMERCE COLLEGE,CHALISGAON",2015,"Nanasaheb Y. N. Chavan Arts, Science and Commerce College Girls Hostel Chalisgaon",Girls Hostel,46,16
48352,"VIVEKANAND YOGA AND NATUROPATHY COLLEGE, BAJOUR, SIKAR",2015,vivekanand boys hostel,Boys Hostel,50,32
10902,"Mahila Mahavidyalaya, Rairangpur",2015,3rd Hostel,Girls Hostel,50,50
10902,"Mahila Mahavidyalaya, Rairangpur",2015,1st Hostel,Girls Hostel,50,50
8910,"180036-ETES'S S.G.G.K. SCIENCE & S.K.M.C. ARTS & COMMERCE COLLEGE, MUKTAINAGAR.",2015,UGC Women's Hostel,Girls Hostel,60,60
19320,A.B.S.M. INSTITUTE OF DENTAL SCIENCES,2015,ABSMIDS Boys Hostel,Boys Hostel,133,81
5983,Sarvodaya College of Education,2015,Sarvoday Boys Hostel,Boys Hostel,12,0
15653,"Chhattisgarh Engineering College Borsi, Dhanora Road",2015,Hostel 1,Girls Hostel,20,20
15653,"Chhattisgarh Engineering College Borsi, Dhanora Road",2015,Hostel 4,Boys Hostel,35,22
40463,A M Eâ€™s Dental College & Hospital,2015,AME's Boys Hostel,Boys Hostel,65,65
40463,A M Eâ€™s Dental College & Hospital,2015,AME's Girls Hostel,Girls Hostel,125,125
49093,"CHRISTIAN MEDICAL COLLEGE, COLLEGE OF PHYSIOTHERAPY, (Inst. Code - 169), VELLORE",2015,FITCH MEMORIAL WOMENS HOSTEL,Girls Hostel,182,182
47598,"SHRI PUNJAB SINDH KSHETRA SADHU MAHAVIDYALAYA, RISHIKESH",2015,punjab sindh kshetra,Boys Hostel,40,40
50344,"S M G K ARTS, COMMERCE AND SCIENCE COLLEGE",2015,SMGK BOYS HOSTEL,Boys Hostel,450,350
34360,"Mahatma Basweshwar Education Society's College of Engineering, Ambajogai.",2015,BOYS HOSTEL-01,Boys Hostel,160,127
34360,"Mahatma Basweshwar Education Society's College of Engineering, Ambajogai.",2015,GIRLS HOSTEL-01,Girls Hostel,380,379
