id,name,survey_year,type,hostelname,intake_capacity,students_residing
2523,"UNIVERSAL POLYTECHNIC COLLEGE BALLOPUR, MOHALI",2015,Boys Hostel,UNIVERSAL BOYS HOSTEL,200,176
4904,BABA BANDA BAHADUR SCHOOL OF NURSING FARIDKOT,2015,Girls Hostel,Baba Banda Bahadur,135,130
70,INTERNATIONAL INSTITUTE OF HEALTH MANAGEMENT RESEARCH,2015,Girls Hostel,IIHMR GIRLS HOSTEL,36,8
15418,School of Engineering and Technology,2015,Girls Hostel,Vartika Girls Hostel,50,5
15418,School of Engineering and Technology,2015,Boys Hostel,Dileep Boys Hostel,200,50
8891,"NATIONAL INSTITUTE OF DESIGN, AHEMADABAD",2015,Boys Hostel,Paldi Hostel,225,0
15683,"Mata Sundri Institute Of Nursing,Dhade",2015,Girls Hostel,Mata Sundri girls hostel,20,20
5698,DIET DHUBRI,2015,Boys Hostel,70 Bedded Boys Hostel,70,25
3681,VIJAY SCHOOL OF NURSING KRISHNA,2015,Girls Hostel,VIJAY SCHOOL OF NURSING HOSTEL,240,130
3793,"SCHOOL OF NURSING, SHETH L. G. GENERAL HOSPITAL. MANINAGAR, AHEMDABAD",2015,Girls Hostel,Nursing school hostel,70,36
3793,"SCHOOL OF NURSING, SHETH L. G. GENERAL HOSPITAL. MANINAGAR, AHEMDABAD",2015,Boys Hostel,Nursing school hostel,9,3
5768,AMAR BHARATI MAHILA ADHYAPAN MANDIR GANDHINAGAR,2015,Girls Hostel,AMAR BHARTI MAHILA ADHYAPAN MANDIR HOSTEL,100,100
13003,"CHARITHA SCHOOL OF NURSING, SURYARAOPET, KRISHNA",2015,Girls Hostel,charitha hostel,180,121
1797,GOVERNMENT POLYTECHNIC KHAMGAON,2015,Boys Hostel,BOYS HOSTEL GOVT POLY KHAMGAON,180,180
1797,GOVERNMENT POLYTECHNIC KHAMGAON,2015,Girls Hostel,GIRLS HOSTEL GOVT POLY KHAMGAON,48,48
5001,RAMGARHIA INSTITUTE OF HEALTH SCIENCES & RESEARCH KAPURTHALA,2015,Girls Hostel,Ramgarhia girls hostel,100,65
8891,"NATIONAL INSTITUTE OF DESIGN, AHEMADABAD",2015,Girls Hostel,Gandhinagar Hostel,87,0
8891,"NATIONAL INSTITUTE OF DESIGN, AHEMADABAD",2015,Boys Hostel,Gandhinagar Hostel,76,0
8891,"NATIONAL INSTITUTE OF DESIGN, AHEMADABAD",2015,Girls Hostel,Paldi Hostel,266,0
13075,"OXFORD SCHOOL OF NURSING, CHIRALA, PRAKASAM",2015,Girls Hostel,oxford hostel,120,44
15721,MOHALI NURSING COLLEGE,2015,Girls Hostel,MOHALI NURSING COLLEGE,180,77
15839,PARADISE INSTITUTE OF TECHNOLOGY,2015,Boys Hostel,PIT HOSTEL,150,25
15839,PARADISE INSTITUTE OF TECHNOLOGY,2015,Girls Hostel,PIT HOSTEL,50,0
13925,"OXFORD TEACHER TRAINING INSTITUTE, TRICHY",2015,Girls Hostel,Oxford Girls Residency,50,0
13925,"OXFORD TEACHER TRAINING INSTITUTE, TRICHY",2015,Boys Hostel,Oxford Boys Residency,50,0
14828,"KINGWAY TECHNICAL INSTITUTE, KAIMUR ANM SCHOOL",2015,Girls Hostel,KtI Girls hostel,60,41
5573,DISTRICT INSTITURE OF EDUCATION & TRAINING (DIET) BOYAPALEM,2015,Boys Hostel,Godavari,50,50
5573,DISTRICT INSTITURE OF EDUCATION & TRAINING (DIET) BOYAPALEM,2015,Boys Hostel,0,50,50
4096,KEERTHI EDUCATION TRUST SOCIETY (REGD). GULBARGA,2015,Girls Hostel,Keerthi Girls Hostel,85,30
4096,KEERTHI EDUCATION TRUST SOCIETY (REGD). GULBARGA,2015,Boys Hostel,Keerthi Boys Hostel,140,50
1551,GOVT. WOMENS POLYTECHNIC COLLEGE BHOPAL,2015,Girls Hostel,GIRLS HOSTEL BLOCK A,60,60
1551,GOVT. WOMENS POLYTECHNIC COLLEGE BHOPAL,2015,Girls Hostel,GIRLS HOSTEL BLOCK B,60,0
3486,DR P V RAMACHANDRA REDDY'S PEOPLES POLYCLINIC NELLORE,2015,Girls Hostel,Dr.P.V.R.R.PPC NURSING HOSTEL,120,93
13006,"K V R INSTITUTE OF PARAMEDICIAL SCIENCES SCHOOL OF NURSING, PENAMALURU, KRISHNA",2015,Girls Hostel,kvr hostel,180,86
1621,S.V. POLYTECHNIC COLLEGE BHOPAL,2015,Girls Hostel,Girls Hostel,55,51
1621,S.V. POLYTECHNIC COLLEGE BHOPAL,2015,Boys Hostel,Hostel for Physically Handicap,10,7
3684,VIJAYA SCHOOL OF NURSING NELLORE,2015,Girls Hostel,"VIJAYA SCHOOL OF NURSING HOSTEL, NELLORE",180,140
6225,DISTRICT INSTITUTE OF EDUCATION AND TRAINING SIRMOUR,2015,Others,DIET HOSTEL,50,10
3150,BALWANT RURAL ENGG. INSTT. BICHPURI,2015,Boys Hostel,BREI Main Hostel,100,80
614,S.V.GOVERNMENT POLYTECHNIC,2015,Boys Hostel,S .V . GOVT. BOYS HOSTEL,225,625
14559,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, KOTWALI, MALDA",2015,Boys Hostel,TTC POWER GRIDE,131,131
14559,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, KOTWALI, MALDA",2015,Girls Hostel,"SHESTHA MESS, REGENT PARK",25,19
14559,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, KOTWALI, MALDA",2015,Girls Hostel,ARCHANA CHATRABAS,54,33
14559,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, KOTWALI, MALDA",2015,Boys Hostel,HOLY CHILD ENGLISH ACADEMY,150,111
3699,DIBRUGARH MEDICAL COLLEGE HOSPITAL DIBRUGARH,2015,Girls Hostel,Nurses Hostel,150,111
13476,"St. Joseph College of D Ed for Women, Sambasivapet, Guntur -522001",2015,Girls Hostel,St. Joseph's B.Ed. Hostel,200,70
13400,"Jnana Bharathi Elementary Teacher Training College (D.Ed.), Kalyanadurg (po) Ananthapur District - 515761",2015,Girls Hostel,Jnana Bharathi Hostel,50,21
2101,SHANTI EDUCATION SOCIETY A.G. PATIL POLYTECHNIC INSTITUTE SOLAPUR,2015,Girls Hostel,A.G.P.P.I.,100,12
2101,SHANTI EDUCATION SOCIETY A.G. PATIL POLYTECHNIC INSTITUTE SOLAPUR,2015,Boys Hostel,A.G.P.P.I.,200,17
4465,GOVERNMENT SCHOOL OF NURSING IDUKKI,2015,Girls Hostel,"Govt.School of Nursing,Muttom",51,51
7061,LSN TEACHER TRAINING INSTITUTE PALAKKAD,2015,Girls Hostel,LADY IMMACULATE BOARDING,100,4
92,Institute of Rural Management Anand (IRMA),2015,Boys Hostel,Block-H,26,26
92,Institute of Rural Management Anand (IRMA),2015,Girls Hostel,Block-C,26,26
92,Institute of Rural Management Anand (IRMA),2015,Boys Hostel,Block-G,26,26
92,Institute of Rural Management Anand (IRMA),2015,Girls Hostel,Block-B,26,26
92,Institute of Rural Management Anand (IRMA),2015,Boys Hostel,Block-E,26,26
92,Institute of Rural Management Anand (IRMA),2015,Girls Hostel,Block-D,26,26
92,Institute of Rural Management Anand (IRMA),2015,Boys Hostel,Block-J,46,26
92,Institute of Rural Management Anand (IRMA),2015,Boys Hostel,Block-I,26,26
92,Institute of Rural Management Anand (IRMA),2015,Girls Hostel,Block-A,26,26
92,Institute of Rural Management Anand (IRMA),2015,Boys Hostel,Block-F,26,26
92,Institute of Rural Management Anand (IRMA),2015,Boys Hostel,Block-K,46,46
92,Institute of Rural Management Anand (IRMA),2015,Boys Hostel,Block-L,46,46
4793,PRUTHVIRAJ DESHMUKH INSTITUTE OF NURSING YAVATMAL,2015,Girls Hostel,Pruthviraj Deshmukh Institute of Nursing Hostel,150,150
15352,Kalindi Institute of Nursing Sciences,2015,Girls Hostel,Girls Hostel Kalindi Institute,80,60
15352,Kalindi Institute of Nursing Sciences,2015,Boys Hostel,Boys Hostel Kalindi Institute,20,10
554,GOVT POLYTECHNIC MAHABOOBNAGAR,2015,Boys Hostel,Govt polytechnic boys hostel,128,128
554,GOVT POLYTECHNIC MAHABOOBNAGAR,2015,Girls Hostel,GOVT POLYTECHNIC GIRLS HOSTEL,50,50
7870,DR M S UDAYAMURTHY TEACHER TRAINING INSTITUTE TIRUCHIRAPALLI,2015,Girls Hostel,GIRLS,50,0
7870,DR M S UDAYAMURTHY TEACHER TRAINING INSTITUTE TIRUCHIRAPALLI,2015,Boys Hostel,BOYS,50,0
153,PRIN L N WELINGKAR INSTITUTE OF MANAGEMENT DEVELOPMENT AND RESEARCH,2015,Others,Woodstock Ambience,273,272
15171,Rajesh Bhaiyya Tope College of pharmacy Aurangabad,2015,Boys Hostel,SHIVA TRUST BOYS HOSTEL,100,30
15639,Ashoka Institute of Engineering And Technology(II Shift Diploma),2015,Boys Hostel,Ashoka Boys Hostel,100,100
13074,"DR SAMUEL GEORGE INSTITUTE OF PARA MEDICAL SCIENCES SCHOOL OF NURSING, MARKAPUR, PRAKASAM",2015,Boys Hostel,sg boys hostel,100,56
13074,"DR SAMUEL GEORGE INSTITUTE OF PARA MEDICAL SCIENCES SCHOOL OF NURSING, MARKAPUR, PRAKASAM",2015,Girls Hostel,theressa womens hostel,100,11
7841,DISTRICT INSTITUTE OF EDUCATION & TRAINING TIRUCHIRAPALLI,2015,Boys Hostel,BOYS HOSTEL,100,0
7841,DISTRICT INSTITUTE OF EDUCATION & TRAINING TIRUCHIRAPALLI,2015,Girls Hostel,GIRLS HOSTEL,100,0
3674,USHA SCHOOL OF NURSING KRISHNA,2015,Girls Hostel,USHA SCHOOL OF NURSING,240,123
13155,"VEDHA SCHOOL OF NURSING, L.S. NAGAR, CHITTOOR",2015,Boys Hostel,VEDHA NURSING HOSTEL - BOYS,30,26
13155,"VEDHA SCHOOL OF NURSING, L.S. NAGAR, CHITTOOR",2015,Girls Hostel,VEDHA NURSING HOSTEL -GIRLS,176,154
7433,GOVT. SECONDARY TRAINING SCHOOL TITLAGARH BALANGIR,2015,Boys Hostel,Boys Hostel,60,36
12975,"YASHODA SCHOOL OF NURSING, CHAPPAVARI STREET, EAST GODAVARI",2015,Girls Hostel,Yashoda School of Nursing,200,142
12974,"JANAPRIYA SCHOOL OF NURSING, KAKINADA, EAST GODAVARI",2015,Girls Hostel,JANAPRIYA SCHOOL OF NURSING,200,158
12932,"M S R SCHOOL OF NURSING, MAHARANI PET, VISAKHAPATNAM",2015,Girls Hostel,MSR Hostel,200,145
7838,DISTRICT INSTITUTE OF EDUCATION & TRAINING SALEM,2015,Boys Hostel,Boys hostel,50,0
7838,DISTRICT INSTITUTE OF EDUCATION & TRAINING SALEM,2015,Girls Hostel,Girls hostel,50,0
6961,C.K.RAGHAVAN MEMORIAL TEACHER TRAINING INSTITUTE WAYNAD,2015,Girls Hostel,thjsharam hostel pulpally,40,35
3862,KAMAKSHI G N M INSTITUTE KANGRA,2015,Girls Hostel,Kamakshi Institute of nursing 2,220,85
3862,KAMAKSHI G N M INSTITUTE KANGRA,2015,Girls Hostel,Kamakshi institute of nursing 1,120,75
5625,LITTLE FLOWER ELEMENTARY TCHR. EDN. INSTN. FOR GIR ANANTAPUR,2015,Girls Hostel,Litw girls hostel,40,32
8972,"INDIAN INSTITUTE OF MANAGEMENT, KOLKATA",2015,Others,Lake View Hostel,345,338
8972,"INDIAN INSTITUTE OF MANAGEMENT, KOLKATA",2015,Boys Hostel,Tagore Hostel,104,103
8972,"INDIAN INSTITUTE OF MANAGEMENT, KOLKATA",2015,Others,PGPEX-VLM (Double),18,18
8972,"INDIAN INSTITUTE OF MANAGEMENT, KOLKATA",2015,Boys Hostel,New Hostel,169,166
8972,"INDIAN INSTITUTE OF MANAGEMENT, KOLKATA",2015,Boys Hostel,Annex,145,143
8972,"INDIAN INSTITUTE OF MANAGEMENT, KOLKATA",2015,Others,PGP and Fellow Students (Family),45,39
8972,"INDIAN INSTITUTE OF MANAGEMENT, KOLKATA",2015,Boys Hostel,PGPEX,40,38
8972,"INDIAN INSTITUTE OF MANAGEMENT, KOLKATA",2015,Others,PGPEX-VLM (Triple),9,9
8972,"INDIAN INSTITUTE OF MANAGEMENT, KOLKATA",2015,Boys Hostel,Ramanujan Hostel,310,299
8972,"INDIAN INSTITUTE OF MANAGEMENT, KOLKATA",2015,Girls Hostel,PGPEX,6,4
8972,"INDIAN INSTITUTE OF MANAGEMENT, KOLKATA",2015,Others,PGPEX-VLM (Single),12,12
8972,"INDIAN INSTITUTE OF MANAGEMENT, KOLKATA",2015,Others,PGPEX (Family),16,13
8972,"INDIAN INSTITUTE OF MANAGEMENT, KOLKATA",2015,Girls Hostel,Ramanujan Hostel,94,94
3527,KASTURBA SCHOOL OF NURSING EAST GODAVARI,2015,Girls Hostel,KASTURBA SCHOOL OF NURSING,60,99
4284,SHRI BABA INSTITUTE OF NURSING SCIENCES HUBLI,2015,Girls Hostel,Shri Baba,50,20
4284,SHRI BABA INSTITUTE OF NURSING SCIENCES HUBLI,2015,Boys Hostel,Shri Baba,50,30
7730,ANNAI TEACHER TRAINING INSTITUTE KOVILACHERRY KUMBAKONAM,2015,Boys Hostel,Annai Boys Hostel,0,0
7730,ANNAI TEACHER TRAINING INSTITUTE KOVILACHERRY KUMBAKONAM,2015,Girls Hostel,Annai Girls Hostel,5,5
8376,SRI SARADHA TEACHER TRAINING INSTITUTE FOR WOMAN SIRUVACHUR,2015,Girls Hostel,Saradha Girls Hostel,100,2
12148,"GOVERNMENT ANM TRAINING CENTRE, THIRUVANANTHAPURAM",2015,Girls Hostel,JPHN HOSTEL,45,45
15684,Guru Arjan Dev College of Nursing dhariwal,2015,Girls Hostel,SHRI GURU ARJUN DEV COLLEGE OF NURSING,50,20
12686,"GOVERNMENT SECONDARY TRAINING SCHOOL, KUANRMUNDA",2015,Boys Hostel,Birsa Munda,40,52
12686,"GOVERNMENT SECONDARY TRAINING SCHOOL, KUANRMUNDA",2015,Girls Hostel,Koel,70,70
5031,SIDHU SCHOOL OF NURSING LUDHIANA,2015,Girls Hostel,same premises,180,118
12143,"MES TTI EDATHALA, ALUVA",2015,Girls Hostel,MES,7,1
7390,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, BARAGARH",2015,Girls Hostel,Ladies Hostel,50,50
7390,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, BARAGARH",2015,Boys Hostel,Gents Hostel,50,50
13970,"Royal Internation School of Nsg., Vadodara",2015,Boys Hostel,shivam,325,30
13970,"Royal Internation School of Nsg., Vadodara",2015,Girls Hostel,girls hostel,144,89
13099,"FAITH SCHOOL OF NURSING, ANANTHAPUR",2015,Girls Hostel,Faith School Of Nursing,200,104
4094,KARNATAKA SCHOOL OF NURSING GULBARGA,2015,Boys Hostel,Boys,40,35
4094,KARNATAKA SCHOOL OF NURSING GULBARGA,2015,Girls Hostel,Girls,80,45
3531,KRISHNA INSTITUTE OF MEDICAL SCIENCES HYDERABAD,2015,Girls Hostel,COLLEGE &SCHOOL OF NURSING HOSTEL,45,66
7843,DISTRICT INSTITUTE OF EDUCATION AND TRAINING ADUTHURAI THANJAVUR,2015,Girls Hostel,Thaamarai Girls Hostel,50,40
5715,NORMAL SCHOOL NAGAON,2015,Boys Hostel,Boys Hostel,50,15
5715,NORMAL SCHOOL NAGAON,2015,Girls Hostel,Girls Hostel,50,30
8467,ST.JOSEPHS TEACHER TRAINING INSTITUTE RUKKMANIPALAYAM MANNARGUDI,2015,Girls Hostel,St.Joseph's Hostel,80,6
5682,VIJAYA TEACHER TRAINING INSTITUTE VIJAYA EDUCATIONAL TRUST ANANTAPUR,2015,Girls Hostel,vijaya Hostel,50,15
7910,GRACE TEACHER TRAINING INSTITUTE KALIAKKAVILAI KANYAKUMARI,2015,Others,Makil student hostel,120,3
3643,SRI VENKATA PADMAVATHI SCHOOL OF NURSING CHITTOOR,2015,Girls Hostel,SRI VENKATAPADMAVATHI NURSING HOSTEL,180,180
10377,SHRI ANGARSIDDHA SHIKSHAN PRASARAK MANDAL`S DIPLOMA IN PHARMACY INSTITUTE SANGULWADI TAL-VAIBHAVWADI,2015,Boys Hostel,D.Pharmacy Hostels Sangulwadi,100,42
10377,SHRI ANGARSIDDHA SHIKSHAN PRASARAK MANDAL`S DIPLOMA IN PHARMACY INSTITUTE SANGULWADI TAL-VAIBHAVWADI,2015,Girls Hostel,D.Pharmacy Hostels Sangulwadi,100,30
13774,"DHANALAKSHMI SRINIVASAN TEACHER TRAINING INSTITUTE, PERAMBALUR",2015,Girls Hostel,H2,100,0
13774,"DHANALAKSHMI SRINIVASAN TEACHER TRAINING INSTITUTE, PERAMBALUR",2015,Boys Hostel,8F,100,0
7840,DISTRICT INSTITUTE OF EDUCATION & TRAINING THIRUVARUR,2015,Girls Hostel,GIRLS HOSTEL,50,19
7840,DISTRICT INSTITUTE OF EDUCATION & TRAINING THIRUVARUR,2015,Boys Hostel,BOYS HOSTEL,50,0
8337,SRI LAKSHMI TEACHER TRAINING INSTITUTE VELAYUTHA NAGAR JAYANKONDAM,2015,Boys Hostel,BOYS HOSTEL,25,5
8337,SRI LAKSHMI TEACHER TRAINING INSTITUTE VELAYUTHA NAGAR JAYANKONDAM,2015,Girls Hostel,GIRLS HOSTEL,25,0
6980,DISTRICT INSTITUTE OF EDUCATION AND TRAINING KANNUR,2015,Boys Hostel,Boys hostel,100,0
6980,DISTRICT INSTITUTE OF EDUCATION AND TRAINING KANNUR,2015,Girls Hostel,Girls hostel,100,17
3145,AZAD POLYTECHNIC BHARTIPUR PALHANA,2015,Boys Hostel,AZAD4,30,28
3145,AZAD POLYTECHNIC BHARTIPUR PALHANA,2015,Boys Hostel,AZAD2,20,18
3145,AZAD POLYTECHNIC BHARTIPUR PALHANA,2015,Boys Hostel,AZAD3,50,45
3145,AZAD POLYTECHNIC BHARTIPUR PALHANA,2015,Boys Hostel,AZAD1,50,42
15182,SHRI KRISHNA POLYTECHNIC COLLEGE,2015,Girls Hostel,Md mission hostel,100,0
13922,"IMAYAN TEACHER TRAINING INSTITUTE, TRICHY",2015,Girls Hostel,imayam girls Shostel,100,1
7848,DISTRICT INSTITUTE OF EDUCATION AND TRAINING KEELAPALUVUR PERAMBALUR,2015,Girls Hostel,Girls Hostel,50,39
7848,DISTRICT INSTITUTE OF EDUCATION AND TRAINING KEELAPALUVUR PERAMBALUR,2015,Boys Hostel,Boys Hostel,50,0
8529,THOZHILATHIBAR TEACHER TRAINING INSTITUTE EDAMALAI PATTI PUDUR,2015,Girls Hostel,Thozhilathibar GirlsHostel,30,22
8529,THOZHILATHIBAR TEACHER TRAINING INSTITUTE EDAMALAI PATTI PUDUR,2015,Boys Hostel,Thozhilathibar Boys Hostel,50,20
3979,CHURCH OF SOUTH INDIA HOSPITAL BANGALORE,2015,Girls Hostel,Ladies' Hostel (Combined),100,86
8449,ST. STEPHENS TEACHER TRAINING INSTITUTE KOLLEMCODE,2015,Girls Hostel,St. Stephen's college of Training Institute Hostel,100,0
14858,MYRA School of Business,2015,Boys Hostel,Tranquil Blues,60,60
14858,MYRA School of Business,2015,Girls Hostel,Urban Ecosites,30,30
8427,ST MARK S TEACHER TRAINING INSTITUTE MADUKKARAI,2015,Boys Hostel,Bethel Boys Hostel,100,0
8427,ST MARK S TEACHER TRAINING INSTITUTE MADUKKARAI,2015,Girls Hostel,Bethel girls hostel,100,0
8226,SACRED HEART TEACHER TRAINING INSTITUTE PUDUPALAYAM,2015,Girls Hostel,Sacred Heart Hostel,200,18
8948,"INDIAN INSTITUTE OF MANAGEMENT, TIRUCHIRAPALLI",2015,Boys Hostel,BERYL HOSTEL,204,204
8948,"INDIAN INSTITUTE OF MANAGEMENT, TIRUCHIRAPALLI",2015,Girls Hostel,OPAL HOSTEL,80,19
13880,"C.S.JAIN TEACHER TRAINING INSTITUTE, SRIMUSHNAM, CUDDALORE",2015,Girls Hostel,CS JAIN WOMEN'S HOSTEL,50,2
13880,"C.S.JAIN TEACHER TRAINING INSTITUTE, SRIMUSHNAM, CUDDALORE",2015,Boys Hostel,CS JAIN MEN'S HOSTEL,50,0
13116,"MOTHER THERESA SCHOOL OF NURSING, KADAPA, CUDDAPAH",2015,Girls Hostel,MOther Theresa School of Nursing,150,81
13114,"J D SCHOOL OF NURSING, KADAPA, CUDDAPAH",2015,Girls Hostel,JD School of Nursing,150,73
12136,"AUXILIUM TTI KIDANGOOR, ERNAKULAM",2015,Girls Hostel,Auxilium Centre,35,25
574,INDIAN INSTITUTE OF TOURISM AND TRAVEL MANAGEMENT,2015,Boys Hostel,IITTM BOYS HOSTEL,120,0
574,INDIAN INSTITUTE OF TOURISM AND TRAVEL MANAGEMENT,2015,Girls Hostel,IITTM GIRLS HOSTEL,30,0
15197,Prerana Pratishthans Universal College of Engineering and Research (Polytechnic Second Shift),2015,Girls Hostel,Universal College Girls Hostel,100,40
15197,Prerana Pratishthans Universal College of Engineering and Research (Polytechnic Second Shift),2015,Boys Hostel,Universal College Boys Hostel,100,55
3595,S I M S SCHOOL OF NURSING GUNTUR,2015,Boys Hostel,GOYS HOSTEL,135,98
3595,S I M S SCHOOL OF NURSING GUNTUR,2015,Girls Hostel,GIRLS HOSTEL,135,99
3609,SATYA SCHOOL OF NURSING GUNTUR,2015,Girls Hostel,Satya School of Nursing,200,137
13007,"T I M S SCHOOL OF NURSING, GANNAVARAM, KRISHNA",2015,Boys Hostel,TIMS School of Nursing,100,65
13007,"T I M S SCHOOL OF NURSING, GANNAVARAM, KRISHNA",2015,Girls Hostel,TIMS School of Nursing,100,4
8072,MAHENDHIRA TEACHER TRAINING INSTITUTE TIRUCHENGODE,2015,Girls Hostel,MAHENDHIRA,25,0
8072,MAHENDHIRA TEACHER TRAINING INSTITUTE TIRUCHENGODE,2015,Boys Hostel,MAHENDHIRA,25,0
12683,"GOVERNMENT SECONDARY TRAINING SCHOOL, TANGI",2015,Boys Hostel,"Govt.S.T.School,Tangi",50,20
15818,"NOOTAN SCHOOL OF NURSING, NANDGAON",2015,Girls Hostel,Nootan School of Nursing Hostel,100,90
15138,ASRA COLLEGE OF ENGINEERING AND TECHNOLOGY (POLYTECHNIC WING),2015,Boys Hostel,Boys Hostel,220,25
15138,ASRA COLLEGE OF ENGINEERING AND TECHNOLOGY (POLYTECHNIC WING),2015,Girls Hostel,Girls Hostel,150,5
4787,N M WADIA HOSPITAL PUNE,2015,Girls Hostel,Students Nurses Hostel,85,76
8264,SHINY TEACHER TRAINING INSTITUTE CHIDAMBARAM,2015,Boys Hostel,Shiny Boys Hostel,50,7
8264,SHINY TEACHER TRAINING INSTITUTE CHIDAMBARAM,2015,Girls Hostel,Shiny Girls Hostel,100,67
8104,MERCY TEACHER TRAINING INSTITUTE CHIDAMBARAM,2015,Boys Hostel,Mercy Boys Hostel,50,4
8104,MERCY TEACHER TRAINING INSTITUTE CHIDAMBARAM,2015,Girls Hostel,Mercy Girls Hostel,100,81
8959,"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW",2015,Girls Hostel,H1,30,28
8959,"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW",2015,Girls Hostel,H2,30,29
8959,"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW",2015,Girls Hostel,H3,30,30
8959,"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW",2015,Girls Hostel,H4,30,29
8959,"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW",2015,Girls Hostel,H5,30,28
8959,"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW",2015,Girls Hostel,H6,30,23
8959,"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW",2015,Girls Hostel,H7,30,26
8959,"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW",2015,Boys Hostel,H8,30,23
8959,"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW",2015,Boys Hostel,H9,60,56
8959,"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW",2015,Boys Hostel,H10,60,54
8959,"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW",2015,Girls Hostel,H11,90,88
8959,"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW",2015,Girls Hostel,H12,90,88
8959,"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW",2015,Boys Hostel,H13,90,87
8959,"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW",2015,Boys Hostel,H14,90,88
8959,"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW",2015,Boys Hostel,H15,90,90
8959,"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW",2015,Boys Hostel,H16,148,147
8959,"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW",2015,Others,FPM 1,24,22
8959,"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW",2015,Others,FPM 2,24,23
7413,"GOVERNMENT SECONDARY TRAINING SCHOOL KUSHALDA, MAYURBHANJ",2015,Boys Hostel,BOYS HOSTEL,30,72
13404,"Susheela College ofEducation (D.Ed.m,) Bellary road, Rachanapalli, Anantapur District-515001",2015,Girls Hostel,INDIRAGANDHI GIRLS HOSTEL,40,20
1820,GRAMIN SHIKSHAN PRASARAK MANDALGRAMIN POLYTECHNIC VISHNUPURI NANDED,2015,Girls Hostel,Mother Teresa Girls Hostel,150,100
1820,GRAMIN SHIKSHAN PRASARAK MANDALGRAMIN POLYTECHNIC VISHNUPURI NANDED,2015,Boys Hostel,Mahatma Phule Boys Hostel,40,40
1820,GRAMIN SHIKSHAN PRASARAK MANDALGRAMIN POLYTECHNIC VISHNUPURI NANDED,2015,Boys Hostel,Lal Bahadur Shastri Boys Hostel,80,10
1820,GRAMIN SHIKSHAN PRASARAK MANDALGRAMIN POLYTECHNIC VISHNUPURI NANDED,2015,Boys Hostel,Lokmanya Tilak Boys Hostel,160,130
15846,BANKEY BIHARI INSTITUTE OF NURSING,2015,Girls Hostel,BANKEY BIHARI HOSTEL,100,60
14417,Bharathi D. ED College,2015,Girls Hostel,BHARATHI HOSTEL,20,15
418,"JAIPURIA SCHOOL OF BUSINESS, GAZIABAD",2015,Girls Hostel,GIRLS HOSTEL,40,11
418,"JAIPURIA SCHOOL OF BUSINESS, GAZIABAD",2015,Boys Hostel,BOYS HOSTEL,20,17
7126,SREE NARAYANA TEACHER TRAINING INSTITUTE THRISSUR,2015,Girls Hostel,SNTTI WOMENS HOSTEL,25,0
7126,SREE NARAYANA TEACHER TRAINING INSTITUTE THRISSUR,2015,Boys Hostel,SNTTI MENS HOSTEL,25,0
5327,"SCHOOL OF NURSING, SCUDDER MEMORIAL HOSPITAL, VELLORE",2015,Girls Hostel,STUDENT NURSES HOSTEL,40,147
5327,"SCHOOL OF NURSING, SCUDDER MEMORIAL HOSPITAL, VELLORE",2015,Others,--,0,0
5327,"SCHOOL OF NURSING, SCUDDER MEMORIAL HOSPITAL, VELLORE",2015,Boys Hostel,--,0,0
2467,"LORD KRISHNA POLYTECHNIC, KAPURTHALA",2015,Boys Hostel,Lord Krishna,50,24
2467,"LORD KRISHNA POLYTECHNIC, KAPURTHALA",2015,Girls Hostel,Lord Krishna,50,20
8101,MEENAMMAL TEACHER TRAINING FOR WOMEN MADURAI NORTH,2015,Girls Hostel,Meenammal girls hostel,100,0
8288,SOURASHTRA TEACHER TRAINING INSTITUTE VEERAPANDI,2015,Girls Hostel,SOURASHTRA GIRLS HOSTEL,50,0
6803,SRI NIRVANASWAMY TEACHER TRAINING INSTITUTE BANGALORE RURAL,2015,Girls Hostel,SRI NIRVANASWAMY GIRLS,40,2
